Date,Sales,Year,Month,Week
2013-07-19,4530004,2013,7,29
2013-07-20,2988176,2013,7,29
2013-07-21,47065,2013,7,29
2013-07-22,3474690,2013,7,29
2013-07-23,3211549,2013,7,30
2013-07-24,3288535,2013,7,30
2013-07-25,3329661,2013,7,30
2013-07-26,3359789,2013,7,30
2013-07-27,2725487,2013,7,30
2013-07-28,48814,2013,7,30
2013-07-29,6092300,2013,7,30
2013-07-30,5543358,2013,7,31
2013-07-31,5661334,2013,7,31
2013-08-01,4852519,2013,8,31
2013-08-02,4325862,2013,8,31
2013-08-03,3167049,2013,8,31
2013-08-04,51005,2013,8,31
2013-08-05,4020949,2013,8,31
2013-08-06,3598937,2013,8,32
2013-08-07,3537773,2013,8,32
2013-08-08,3524335,2013,8,32
2013-08-09,3549086,2013,8,32
2013-08-10,2976332,2013,8,32
2013-08-11,48467,2013,8,32
2013-08-12,6091759,2013,8,32
2013-08-13,5046423,2013,8,33
2013-08-14,4673169,2013,8,33
2013-08-15,3941027,2013,8,33
2013-08-16,4337400,2013,8,33
2013-08-17,2799670,2013,8,33
2013-08-18,42619,2013,8,33
2013-08-19,3451918,2013,8,33
2013-08-20,3339299,2013,8,34
2013-08-21,3180419,2013,8,34
2013-08-22,3173373,2013,8,34
2013-08-23,3223991,2013,8,34
2013-08-24,2703372,2013,8,34
2013-08-25,40465,2013,8,34
2013-08-26,5545741,2013,8,34
2013-08-27,4636032,2013,8,35
2013-08-28,4294933,2013,8,35
2013-08-29,4358715,2013,8,35
2013-08-30,5012806,2013,8,35
2013-08-31,3201876,2013,8,35
2013-09-01,39437,2013,9,35
2013-09-02,3773131,2013,9,35
2013-09-03,3587818,2013,9,36
2013-09-04,3382365,2013,9,36
2013-09-05,3256285,2013,9,36
2013-09-06,3322673,2013,9,36
2013-09-07,2887492,2013,9,36
2013-09-08,37774,2013,9,36
2013-09-09,5941528,2013,9,36
2013-09-10,4881817,2013,9,37
2013-09-11,4499949,2013,9,37
2013-09-12,4370110,2013,9,37
2013-09-13,4502956,2013,9,37
2013-09-14,2873524,2013,9,37
2013-09-15,33471,2013,9,37
2013-09-16,3405878,2013,9,37
2013-09-17,3261280,2013,9,38
2013-09-18,2986586,2013,9,38
2013-09-19,3215410,2013,9,38
2013-09-20,3222018,2013,9,38
2013-09-21,2862333,2013,9,38
2013-09-22,30942,2013,9,38
2013-09-23,5209892,2013,9,38
2013-09-24,4455560,2013,9,39
2013-09-25,4110974,2013,9,39
2013-09-26,4049483,2013,9,39
2013-09-27,4437963,2013,9,39
2013-09-28,3107714,2013,9,39
2013-09-29,38104,2013,9,39
2013-09-30,4268776,2013,9,39
2013-10-01,3781957,2013,10,40
2013-10-02,3916688,2013,10,40
2013-10-03,45366,2013,10,40
2013-10-04,4394933,2013,10,40
2013-10-05,3030219,2013,10,40
2013-10-06,29985,2013,10,40
2013-10-07,6122201,2013,10,40
2013-10-08,5026706,2013,10,41
2013-10-09,4440411,2013,10,41
2013-10-10,4220147,2013,10,41
2013-10-11,4272806,2013,10,41
2013-10-12,3031244,2013,10,41
2013-10-13,28715,2013,10,41
2013-10-14,3661343,2013,10,41
2013-10-15,3253350,2013,10,42
2013-10-16,3314532,2013,10,42
2013-10-17,3222218,2013,10,42
2013-10-18,3444900,2013,10,42
2013-10-19,2928016,2013,10,42
2013-10-20,28027,2013,10,42
2013-10-21,5438628,2013,10,42
2013-10-22,4481325,2013,10,43
2013-10-23,4065730,2013,10,43
2013-10-24,4053227,2013,10,43
2013-10-25,4033909,2013,10,43
2013-10-26,2850370,2013,10,43
2013-10-27,26418,2013,10,43
2013-10-28,3196185,2013,10,43
2013-10-29,3433211,2013,10,44
2013-10-30,3879963,2013,10,44
2013-10-31,3828487,2013,10,44
2013-11-01,2033526,2013,11,44
2013-11-02,3631700,2013,11,44
2013-11-03,3936,2013,11,44
2013-11-04,5705618,2013,11,44
2013-11-05,5209276,2013,11,45
2013-11-06,4516788,2013,11,45
2013-11-07,4317979,2013,11,45
2013-11-08,4557306,2013,11,45
2013-11-09,3228721,2013,11,45
2013-11-11,3625810,2013,11,45
2013-11-12,3379342,2013,11,46
2013-11-13,3385905,2013,11,46
2013-11-14,3384679,2013,11,46
2013-11-15,3641443,2013,11,46
2013-11-16,3254239,2013,11,46
2013-11-18,5812471,2013,11,46
2013-11-19,4963097,2013,11,47
2013-11-20,4138384,2013,11,47
2013-11-21,4412217,2013,11,47
2013-11-22,4367326,2013,11,47
2013-11-23,3232229,2013,11,47
2013-11-25,3974713,2013,11,47
2013-11-26,3761577,2013,11,48
2013-11-27,3726859,2013,11,48
2013-11-28,4000204,2013,11,48
2013-11-29,4712771,2013,11,48
2013-11-30,4355719,2013,11,48
2013-12-02,7188956,2013,12,48
2013-12-03,6112771,2013,12,49
2013-12-04,5563324,2013,12,49
2013-12-05,5504087,2013,12,49
2013-12-06,4506995,2013,12,49
2013-12-07,3681318,2013,12,49
2013-12-08,680,2013,12,49
2013-12-09,4222238,2013,12,49
2013-12-10,4225364,2013,12,50
2013-12-11,4108532,2013,12,50
2013-12-12,4152041,2013,12,50
2013-12-13,4334944,2013,12,50
2013-12-14,3964943,2013,12,50
2013-12-16,8511488,2013,12,50
2013-12-17,7178664,2013,12,51
2013-12-18,6614465,2013,12,51
2013-12-19,6230248,2013,12,51
2013-12-20,6549809,2013,12,51
2013-12-21,5062091,2013,12,51
2013-12-22,43353,2013,12,51
2013-12-23,7578527,2013,12,51
2013-12-24,2754087,2013,12,52
2013-12-26,8641,2013,12,52
2013-12-27,4357234,2013,12,52
2013-12-28,3273697,2013,12,52
2013-12-29,24269,2013,12,52
2013-12-30,5507141,2013,12,52
2013-12-31,2449049,2013,12,53
2014-01-01,3208,2014,1,1
2014-01-02,3795617,2014,1,1
2014-01-03,3787503,2014,1,1
2014-01-04,3119399,2014,1,1
2014-01-05,10067,2014,1,1
2014-01-06,4888046,2014,1,1
2014-01-07,5763516,2014,1,1
2014-01-08,4734438,2014,1,2
2014-01-09,4334169,2014,1,2
2014-01-10,4565104,2014,1,2
2014-01-11,3009678,2014,1,2
2014-01-13,3411856,2014,1,2
2014-01-14,3252243,2014,1,2
2014-01-15,3197844,2014,1,3
2014-01-16,3125912,2014,1,3
2014-01-17,3396745,2014,1,3
2014-01-18,3040896,2014,1,3
2014-01-20,5757641,2014,1,3
2014-01-21,4639072,2014,1,3
2014-01-22,4367669,2014,1,4
2014-01-23,4103265,2014,1,4
2014-01-24,4148553,2014,1,4
2014-01-25,2903330,2014,1,4
2014-01-27,3198572,2014,1,4
2014-01-28,3275719,2014,1,4
2014-01-29,3209521,2014,1,5
2014-01-30,3473695,2014,1,5
2014-01-31,4288231,2014,1,5
2014-02-01,3332687,2014,2,5
2014-02-02,4433,2014,2,5
2014-02-03,6488169,2014,2,5
2014-02-04,5400531,2014,2,5
2014-02-05,4646903,2014,2,6
2014-02-06,4499338,2014,2,6
2014-02-07,4215982,2014,2,6
2014-02-08,3103169,2014,2,6
2014-02-10,3627893,2014,2,6
2014-02-11,3403263,2014,2,6
2014-02-12,3368993,2014,2,7
2014-02-13,3353839,2014,2,7
2014-02-14,3783374,2014,2,7
2014-02-15,3074940,2014,2,7
2014-02-17,5855887,2014,2,7
2014-02-18,4845847,2014,2,7
2014-02-19,4287069,2014,2,8
2014-02-20,4212691,2014,2,8
2014-02-21,4124523,2014,2,8
2014-02-22,2999821,2014,2,8
2014-02-24,3433771,2014,2,8
2014-02-25,3231371,2014,2,8
2014-02-26,3304198,2014,2,9
2014-02-27,3261593,2014,2,9
2014-02-28,4236956,2014,2,9
2014-03-01,3500700,2014,3,9
2014-03-02,6071,2014,3,9
2014-03-03,5433940,2014,3,9
2014-03-04,5165934,2014,3,9
2014-03-05,4886133,2014,3,10
2014-03-06,4646251,2014,3,10
2014-03-07,4558999,2014,3,10
2014-03-08,3048263,2014,3,10
2014-03-09,5640,2014,3,10
2014-03-10,3506653,2014,3,10
2014-03-11,3349345,2014,3,10
2014-03-12,3245918,2014,3,11
2014-03-13,3284203,2014,3,11
2014-03-14,3497699,2014,3,11
2014-03-15,3002412,2014,3,11
2014-03-16,14221,2014,3,11
2014-03-17,5609030,2014,3,11
2014-03-18,4654200,2014,3,11
2014-03-19,4285179,2014,3,12
2014-03-20,3980726,2014,3,12
2014-03-21,4056656,2014,3,12
2014-03-22,3003659,2014,3,12
2014-03-23,21725,2014,3,12
2014-03-24,3561705,2014,3,12
2014-03-25,3298958,2014,3,12
2014-03-26,3221161,2014,3,13
2014-03-27,3315485,2014,3,13
2014-03-28,3668843,2014,3,13
2014-03-29,3124364,2014,3,13
2014-03-30,21521,2014,3,13
2014-03-31,6602737,2014,3,13
2014-04-01,5161012,2014,4,13
2014-04-02,4635604,2014,4,14
2014-04-03,4540466,2014,4,14
2014-04-04,4560697,2014,4,14
2014-04-05,3202978,2014,4,14
2014-04-06,25056,2014,4,14
2014-04-07,3718533,2014,4,14
2014-04-08,3453830,2014,4,14
2014-04-09,3548131,2014,4,15
2014-04-10,3582471,2014,4,15
2014-04-11,3735640,2014,4,15
2014-04-12,3173157,2014,4,15
2014-04-13,35547,2014,4,15
2014-04-14,6229311,2014,4,15
2014-04-15,5836231,2014,4,15
2014-04-16,5402902,2014,4,16
2014-04-17,5527374,2014,4,16
2014-04-19,4176299,2014,4,16
2014-04-20,22617,2014,4,16
2014-04-21,31876,2014,4,16
2014-04-22,3861003,2014,4,16
2014-04-23,3343835,2014,4,17
2014-04-24,3335034,2014,4,17
2014-04-25,3358490,2014,4,17
2014-04-26,2961817,2014,4,17
2014-04-27,28861,2014,4,17
2014-04-28,5816313,2014,4,17
2014-04-29,5216575,2014,4,17
2014-04-30,5842439,2014,4,18
2014-05-01,2557,2014,5,18
2014-05-02,5961385,2014,5,18
2014-05-03,3382405,2014,5,18
2014-05-04,32357,2014,5,18
2014-05-05,5986826,2014,5,18
2014-05-06,5057496,2014,5,18
2014-05-07,4560825,2014,5,19
2014-05-08,4505155,2014,5,19
2014-05-09,4593768,2014,5,19
2014-05-10,3305918,2014,5,19
2014-05-11,22575,2014,5,19
2014-05-12,3512984,2014,5,19
2014-05-13,3417110,2014,5,19
2014-05-14,3396159,2014,5,20
2014-05-15,3440547,2014,5,20
2014-05-16,3516804,2014,5,20
2014-05-17,2990559,2014,5,20
2014-05-18,28373,2014,5,20
2014-05-19,5567713,2014,5,20
2014-05-20,4647670,2014,5,20
2014-05-21,4282543,2014,5,21
2014-05-22,4117042,2014,5,21
2014-05-23,4298069,2014,5,21
2014-05-24,3032576,2014,5,21
2014-05-25,28326,2014,5,21
2014-05-26,3589516,2014,5,21
2014-05-27,3387156,2014,5,21
2014-05-28,4139052,2014,5,22
2014-05-29,38035,2014,5,22
2014-05-30,5304524,2014,5,22
2014-05-31,3461863,2014,5,22
2014-06-01,39392,2014,6,22
2014-06-02,6417412,2014,6,22
2014-06-03,5339217,2014,6,22
2014-06-04,4813941,2014,6,23
2014-06-05,4721987,2014,6,23
2014-06-06,4757498,2014,6,23
2014-06-07,3369487,2014,6,23
2014-06-08,40792,2014,6,23
2014-06-09,39931,2014,6,23
2014-06-10,4052550,2014,6,23
2014-06-11,3670441,2014,6,24
2014-06-12,3834050,2014,6,24
2014-06-13,3782934,2014,6,24
2014-06-14,3216783,2014,6,24
2014-06-15,33168,2014,6,24
2014-06-16,5818039,2014,6,24
2014-06-17,5114410,2014,6,24
2014-06-18,4863250,2014,6,25
2014-06-19,1796319,2014,6,25
2014-06-20,5088188,2014,6,25
2014-06-21,3013298,2014,6,25
2014-06-22,29321,2014,6,25
2014-06-23,3695398,2014,6,25
2014-06-24,3370632,2014,6,25
2014-06-25,3271293,2014,6,26
2014-06-26,3226404,2014,6,26
2014-06-27,3729464,2014,6,26
2014-06-28,3224998,2014,6,26
2014-06-29,37424,2014,6,26
2014-06-30,7208505,2014,6,26
2014-07-01,4748767,2014,7,26
2014-07-02,4385121,2014,7,27
2014-07-03,4085400,2014,7,27
2014-07-04,3621534,2014,7,27
2014-07-05,2719805,2014,7,27
2014-07-06,35650,2014,7,27
2014-07-07,3477216,2014,7,27
2014-07-08,2811391,2014,7,27
2014-07-09,2723936,2014,7,28
2014-07-10,3257673,2014,7,28
2014-07-11,3222828,2014,7,28
2014-07-12,2711418,2014,7,28
2014-07-13,47199,2014,7,28
2014-07-14,4807443,2014,7,28
2014-07-15,4387630,2014,7,28
2014-07-16,4052957,2014,7,29
2014-07-17,3817023,2014,7,29
2014-07-18,3632523,2014,7,29
2014-07-19,2376775,2014,7,29
2014-07-20,46002,2014,7,29
2014-07-21,3139567,2014,7,29
2014-07-22,3011296,2014,7,29
2014-07-23,2867928,2014,7,30
2014-07-24,2880593,2014,7,30
2014-07-25,2992156,2014,7,30
2014-07-26,2497636,2014,7,30
2014-07-27,43027,2014,7,30
2014-07-28,4720254,2014,7,30
2014-07-29,4076940,2014,7,30
2014-07-30,4136075,2014,7,31
2014-07-31,4649186,2014,7,31
2014-08-01,4175071,2014,8,31
2014-08-02,2713922,2014,8,31
2014-08-03,54722,2014,8,31
2014-08-04,5048424,2014,8,31
2014-08-05,4269379,2014,8,31
2014-08-06,3798379,2014,8,32
2014-08-07,3760000,2014,8,32
2014-08-08,3621507,2014,8,32
2014-08-09,2498589,2014,8,32
2014-08-10,47701,2014,8,32
2014-08-11,3320139,2014,8,32
2014-08-12,3019401,2014,8,32
2014-08-13,2903262,2014,8,33
2014-08-14,3006873,2014,8,33
2014-08-15,3041326,2014,8,33
2014-08-16,2545123,2014,8,33
2014-08-17,45935,2014,8,33
2014-08-18,5144394,2014,8,33
2014-08-19,4383534,2014,8,33
2014-08-20,3990233,2014,8,34
2014-08-21,3716244,2014,8,34
2014-08-22,3659596,2014,8,34
2014-08-23,2549281,2014,8,34
2014-08-24,44414,2014,8,34
2014-08-25,3295686,2014,8,34
2014-08-26,2877184,2014,8,34
2014-08-27,2976177,2014,8,35
2014-08-28,3053997,2014,8,35
2014-08-29,3633419,2014,8,35
2014-08-30,2889622,2014,8,35
2014-08-31,45167,2014,8,35
2014-09-01,5456332,2014,9,35
2014-09-02,4473655,2014,9,35
2014-09-03,4060491,2014,9,36
2014-09-04,3822355,2014,9,36
2014-09-05,3806195,2014,9,36
2014-09-06,2561990,2014,9,36
2014-09-07,35145,2014,9,36
2014-09-08,3184592,2014,9,36
2014-09-09,2995300,2014,9,36
2014-09-10,2935338,2014,9,37
2014-09-11,2961422,2014,9,37
2014-09-12,3013520,2014,9,37
2014-09-13,2569341,2014,9,37
2014-09-14,31476,2014,9,37
2014-09-15,4884554,2014,9,37
2014-09-16,4102041,2014,9,37
2014-09-17,3685233,2014,9,38
2014-09-18,3568916,2014,9,38
2014-09-19,3563122,2014,9,38
2014-09-20,2481871,2014,9,38
2014-09-21,34464,2014,9,38
2014-09-22,2962500,2014,9,38
2014-09-23,2883613,2014,9,38
2014-09-24,2726272,2014,9,39
2014-09-25,2799639,2014,9,39
2014-09-26,2917363,2014,9,39
2014-09-27,2544948,2014,9,39
2014-09-28,33845,2014,9,39
2014-09-29,4804866,2014,9,39
2014-09-30,5001960,2014,9,39
2014-10-01,4340334,2014,10,40
2014-10-02,4507950,2014,10,40
2014-10-03,51412,2014,10,40
2014-10-04,3296068,2014,10,40
2014-10-05,30999,2014,10,40
2014-10-06,5095289,2014,10,40
2014-10-07,4095995,2014,10,40
2014-10-08,3831837,2014,10,41
2014-10-09,3844393,2014,10,41
2014-10-10,3871829,2014,10,41
2014-10-11,2598441,2014,10,41
2014-10-12,30643,2014,10,41
2014-10-13,3091586,2014,10,41
2014-10-14,3012524,2014,10,41
2014-10-15,2909436,2014,10,42
2014-10-16,2876201,2014,10,42
2014-10-17,2969332,2014,10,42
2014-10-18,2531268,2014,10,42
2014-10-19,24910,2014,10,42
2014-10-20,4526820,2014,10,42
2014-10-21,3703120,2014,10,42
2014-10-22,3369654,2014,10,43
2014-10-23,3616366,2014,10,43
2014-10-24,3599363,2014,10,43
2014-10-25,2456077,2014,10,43
2014-10-26,28634,2014,10,43
2014-10-27,3118148,2014,10,43
2014-10-28,2955643,2014,10,43
2014-10-29,2953731,2014,10,44
2014-10-30,3483901,2014,10,44
2014-10-31,3424044,2014,10,44
2014-11-01,1614329,2014,11,44
2014-11-02,3260,2014,11,44
2014-11-03,5551027,2014,11,44
2014-11-04,4599594,2014,11,44
2014-11-05,4201546,2014,11,45
2014-11-06,4037349,2014,11,45
2014-11-07,4001891,2014,11,45
2014-11-08,2874175,2014,11,45
2014-11-09,1981,2014,11,45
2014-11-10,4552694,2014,11,45
2014-11-11,4021832,2014,11,45
2014-11-12,3757311,2014,11,46
2014-11-13,3774756,2014,11,46
2014-11-14,3865668,2014,11,46
2014-11-15,2784867,2014,11,46
2014-11-17,3346952,2014,11,46
2014-11-18,3038493,2014,11,46
2014-11-19,2797008,2014,11,47
2014-11-20,3121645,2014,11,47
2014-11-21,3215186,2014,11,47
2014-11-22,2791419,2014,11,47
2014-11-24,5047677,2014,11,47
2014-11-25,4491639,2014,11,47
2014-11-26,4204428,2014,11,48
2014-11-27,4365429,2014,11,48
2014-11-28,5033193,2014,11,48
2014-11-29,3761845,2014,11,48
2014-11-30,3314,2014,11,48
2014-12-01,5731907,2014,12,48
2014-12-02,5010535,2014,12,48
2014-12-03,4614559,2014,12,49
2014-12-04,4727951,2014,12,49
2014-12-05,5324078,2014,12,49
2014-12-06,3381340,2014,12,49
2014-12-08,3721841,2014,12,49
2014-12-09,3632432,2014,12,49
2014-12-10,3290130,2014,12,50
2014-12-11,3403361,2014,12,50
2014-12-12,3489391,2014,12,50
2014-12-13,3494557,2014,12,50
2014-12-15,6671560,2014,12,50
2014-12-16,5975135,2014,12,50
2014-12-17,5159432,2014,12,51
2014-12-18,5375162,2014,12,51
2014-12-19,5110631,2014,12,51
2014-12-20,4000727,2014,12,51
2014-12-21,36873,2014,12,51
2014-12-22,5896501,2014,12,51
2014-12-23,5769756,2014,12,51
2014-12-24,2453968,2014,12,52
2014-12-26,8320,2014,12,52
2014-12-27,2869849,2014,12,52
2014-12-28,20709,2014,12,52
2014-12-29,4051354,2014,12,52
2014-12-30,4231017,2014,12,52
2014-12-31,2102289,2014,12,53
2015-01-01,3982,2015,1,1
2015-01-02,3982463,2015,1,1
2015-01-03,2939520,2015,1,1
2015-01-04,9389,2015,1,1
2015-01-05,6067138,2015,1,1
2015-01-06,3892110,2015,1,1
2015-01-07,4675193,2015,1,1
2015-01-08,4000272,2015,1,2
2015-01-09,4101468,2015,1,2
2015-01-10,2982789,2015,1,2
2015-01-12,5308566,2015,1,2
2015-01-13,4698317,2015,1,2
2015-01-14,4285489,2015,1,2
2015-01-15,4159476,2015,1,3
2015-01-16,4512570,2015,1,3
2015-01-17,3151555,2015,1,3
2015-01-19,3536563,2015,1,3
2015-01-20,3200585,2015,1,3
2015-01-21,3250301,2015,1,3
2015-01-22,3242107,2015,1,4
2015-01-23,3344593,2015,1,4
2015-01-24,2757634,2015,1,4
2015-01-26,5026610,2015,1,4
2015-01-27,4645869,2015,1,4
2015-01-28,4277252,2015,1,4
2015-01-29,4330827,2015,1,5
2015-01-30,5017127,2015,1,5
2015-01-31,3553814,2015,1,5
2015-02-01,3230,2015,2,5
2015-02-02,5628083,2015,2,5
2015-02-03,4920464,2015,2,5
2015-02-04,4461469,2015,2,5
2015-02-05,4305013,2015,2,6
2015-02-06,4444973,2015,2,6
2015-02-07,3189212,2015,2,6
2015-02-09,3563648,2015,2,6
2015-02-10,3515287,2015,2,6
2015-02-11,3516414,2015,2,6
2015-02-12,3328306,2015,2,7
2015-02-13,3835996,2015,2,7
2015-02-14,3279879,2015,2,7
2015-02-16,4854210,2015,2,7
2015-02-17,4549023,2015,2,7
2015-02-18,4407073,2015,2,7
2015-02-19,4369691,2015,2,8
2015-02-20,4245521,2015,2,8
2015-02-21,3040855,2015,2,8
2015-02-23,3283679,2015,2,8
2015-02-24,3359871,2015,2,8
2015-02-25,3335839,2015,2,8
2015-02-26,3563653,2015,2,9
2015-02-27,4131585,2015,2,9
2015-02-28,3630039,2015,2,9
2015-03-01,4781,2015,3,9
2015-03-02,5898619,2015,3,9
2015-03-03,5096413,2015,3,9
2015-03-04,4586927,2015,3,9
2015-03-05,4491400,2015,3,10
2015-03-06,4508019,2015,3,10
2015-03-07,3227469,2015,3,10
2015-03-08,5710,2015,3,10
2015-03-09,3740654,2015,3,10
2015-03-10,3434472,2015,3,10
2015-03-11,3462768,2015,3,10
2015-03-12,3485860,2015,3,11
2015-03-13,3677005,2015,3,11
2015-03-14,3173039,2015,3,11
2015-03-15,21546,2015,3,11
2015-03-16,5920387,2015,3,11
2015-03-17,4883149,2015,3,11
2015-03-18,4399625,2015,3,11
