Date,Sales,n_stores,Promo,SchoolHoliday,StateHoliday,Year,Month,Week
2013-08-20,3339299,600,0,0.6516666666666667,0,2013,8,34
2013-08-21,3180419,600,0,0.6516666666666667,0,2013,8,34
2013-08-22,3173373,600,0,0.6516666666666667,0,2013,8,34
2013-08-23,3223991,600,0,0.6516666666666667,0,2013,8,34
2013-08-24,2703372,598,0,0,0,2013,8,34
2013-08-25,40465,12,0,0,0,2013,8,34
2013-08-26,5545741,599,1,0.5559265442404007,0,2013,8,34
2013-08-27,4636032,599,1,0.5559265442404007,0,2013,8,35
2013-08-28,4294933,600,1,0.5566666666666666,0,2013,8,35
2013-08-29,4358715,599,1,0.5058430717863104,0,2013,8,35
2013-08-30,5012806,601,1,0.5074875207986687,0,2013,8,35
2013-08-31,3201876,600,0,0,0,2013,8,35
2013-09-01,39437,13,0,0,0,2013,9,35
2013-09-02,3773131,600,0,0.5066666666666666,0,2013,9,35
2013-09-03,3587818,599,0,0.5058430717863104,0,2013,9,36
2013-09-04,3382365,599,0,0.19031719532554253,0,2013,9,36
2013-09-05,3256285,599,0,0.19031719532554253,0,2013,9,36
2013-09-06,3322673,599,0,0.19031719532554253,0,2013,9,36
2013-09-07,2887492,600,0,0,0,2013,9,36
2013-09-08,37774,12,0,0,0,2013,9,36
2013-09-09,5941528,600,1,0.1383333333333333,0,2013,9,36
2013-09-10,4881817,600,1,0.1383333333333333,0,2013,9,37
2013-09-11,4499949,600,1,0.1383333333333333,0,2013,9,37
2013-09-12,4370110,600,1,0,0,2013,9,37
2013-09-13,4502956,601,1,0,0,2013,9,37
2013-09-14,2873524,601,0,0,0,2013,9,37
2013-09-15,33471,12,0,0,0,2013,9,37
2013-09-16,3405878,601,0,0,0,2013,9,37
2013-09-17,3261280,601,0,0,0,2013,9,38
2013-09-18,2986586,601,0,0,0,2013,9,38
2013-09-19,3215410,601,0,0,0,2013,9,38
2013-09-20,3222018,601,0,0,0,2013,9,38
2013-09-21,2862333,601,0,0,0,2013,9,38
2013-09-22,30942,12,0,0,0,2013,9,38
2013-09-23,5209892,601,1,0,0,2013,9,38
2013-09-24,4455560,601,1,0,0,2013,9,39
2013-09-25,4110974,602,1,0,0,2013,9,39
2013-09-26,4049483,602,1,0,0,2013,9,39
2013-09-27,4437963,602,1,0,0,2013,9,39
2013-09-28,3107714,602,0,0,0,2013,9,39
2013-09-29,38104,13,0,0,0,2013,9,39
2013-09-30,4268776,601,0,0.11647254575707162,0,2013,9,39
2013-10-01,3781957,602,0,0.11794019933554828,0,2013,10,40
2013-10-02,3916688,602,0,0.11794019933554828,0,2013,10,40
2013-10-03,45366,14,0,0,1,2013,10,40
2013-10-04,4394933,602,0,0.2807308970099667,0,2013,10,40
2013-10-05,3030219,602,0,0.01993355481727575,0,2013,10,40
2013-10-06,29985,11,0,0,0,2013,10,40
2013-10-07,6122201,602,1,0.2807308970099667,0,2013,10,40
2013-10-08,5026706,602,1,0.2807308970099667,0,2013,10,41
2013-10-09,4440411,602,1,0.2807308970099667,0,2013,10,41
2013-10-10,4220147,602,1,0.2807308970099667,0,2013,10,41
2013-10-11,4272806,602,1,0.2807308970099667,0,2013,10,41
2013-10-12,3031244,602,0,0.01993355481727575,0,2013,10,41
2013-10-13,28715,11,0,0,0,2013,10,41
2013-10-14,3661343,602,0,0.2292358803986711,0,2013,10,41
2013-10-15,3253350,602,0,0.2292358803986711,0,2013,10,42
2013-10-16,3314532,602,0,0.2292358803986711,0,2013,10,42
2013-10-17,3222218,602,0,0.2292358803986711,0,2013,10,42
2013-10-18,3444900,602,0,0.2292358803986711,0,2013,10,42
2013-10-19,2928016,602,0,0.0664451827242525,0,2013,10,42
2013-10-20,28027,11,0,0,0,2013,10,42
2013-10-21,5438628,602,1,0.5249169435215948,0,2013,10,42
2013-10-22,4481325,602,1,0.5249169435215948,0,2013,10,43
2013-10-23,4065730,602,1,0.5249169435215948,0,2013,10,43
2013-10-24,4053227,602,1,0.5249169435215948,0,2013,10,43
2013-10-25,4033909,602,1,0.5249169435215948,0,2013,10,43
2013-10-26,2850370,602,0,0,0,2013,10,43
2013-10-27,26418,11,0,0,0,2013,10,43
2013-10-28,3196185,602,0,0.6029900332225916,0,2013,10,43
2013-10-29,3433211,602,0,0.6029900332225916,0,2013,10,44
2013-10-30,3879963,602,0,0.6029900332225916,0,2013,10,44
2013-10-31,3828487,516,0,0.5290697674418603,0.001937984496124031,2013,10,44
2013-11-01,2033526,284,0,0.2007042253521126,0,2013,11,44
2013-11-02,3631700,602,0,0,0,2013,11,44
2013-11-03,3936,1,0,0,0,2013,11,44
2013-11-04,5705618,602,1,0,0,2013,11,44
2013-11-05,5209276,602,1,0,0,2013,11,45
2013-11-06,4516788,602,1,0,0,2013,11,45
2013-11-07,4317979,602,1,0,0,2013,11,45
2013-11-08,4557306,602,1,0,0,2013,11,45
2013-11-09,3228721,602,0,0,0,2013,11,45
2013-11-11,3625810,602,0,0,0,2013,11,45
2013-11-12,3379342,602,0,0,0,2013,11,46
2013-11-13,3385905,602,0,0,0,2013,11,46
2013-11-14,3384679,602,0,0,0,2013,11,46
2013-11-15,3641443,602,0,0,0,2013,11,46
2013-11-16,3254239,602,0,0,0,2013,11,46
2013-11-18,5812471,602,1,0,0,2013,11,46
2013-11-19,4963097,602,1,0,0,2013,11,47
2013-11-20,4138384,565,1,0,0,2013,11,47
2013-11-21,4412217,602,1,0,0,2013,11,47
2013-11-22,4367326,602,1,0,0,2013,11,47
2013-11-23,3232229,602,0,0,0,2013,11,47
2013-11-25,3974713,602,0,0,0,2013,11,47
2013-11-26,3761577,602,0,0,0,2013,11,48
2013-11-27,3726859,602,0,0,0,2013,11,48
2013-11-28,4000204,602,0,0,0,2013,11,48
2013-11-29,4712771,602,0,0,0,2013,11,48
2013-11-30,4355719,602,0,0,0,2013,11,48
2013-12-02,7188956,602,1,0,0,2013,12,48
2013-12-03,6112771,602,1,0,0,2013,12,49
2013-12-04,5563324,602,1,0,0,2013,12,49
2013-12-05,5504087,602,1,0,0,2013,12,49
2013-12-06,4506995,602,1,0,0,2013,12,49
2013-12-07,3681318,602,0,0,0,2013,12,49
2013-12-08,680,1,0,0,0,2013,12,49
2013-12-09,4222238,602,0,0,0,2013,12,49
2013-12-10,4225364,602,0,0,0,2013,12,50
2013-12-11,4108532,602,0,0,0,2013,12,50
2013-12-12,4152041,602,0,0,0,2013,12,50
2013-12-13,4334944,602,0,0,0,2013,12,50
2013-12-14,3964943,602,0,0,0,2013,12,50
2013-12-16,8511488,602,1,0,0,2013,12,50
2013-12-17,7178664,602,1,0,0,2013,12,51
2013-12-18,6614465,602,1,0,0,2013,12,51
2013-12-19,6230248,602,1,0.028239202657807327,0,2013,12,51
2013-12-20,6549809,602,1,0.028239202657807327,0,2013,12,51
2013-12-21,5062091,602,0,0,0,2013,12,51
2013-12-22,43353,10,0,0,0,2013,12,51
2013-12-23,7578527,602,0,1,0,2013,12,51
2013-12-24,2754087,602,0,1,0,2013,12,52
2013-12-26,8641,2,0,1,1,2013,12,52
2013-12-27,4357234,602,0,1,0,2013,12,52
2013-12-28,3273697,602,0,0.08637873754152829,0,2013,12,52
2013-12-29,24269,7,0,0,0,2013,12,52
2013-12-30,5507141,602,0,1,0,2013,12,52
2013-12-31,2449049,602,0,1,0,2013,12,53
2014-01-01,3208,1,0,1,1,2014,1,1
2014-01-02,3795617,602,0,1,0,2014,1,1
2014-01-03,3787503,602,0,1,0,2014,1,1
2014-01-04,3119399,602,0,0.0664451827242525,0,2014,1,1
2014-01-05,10067,4,0,0,0,2014,1,1
2014-01-06,4888046,455,1,0.6923076923076923,0,2014,1,1
2014-01-07,5763516,602,1,0.4003322259136215,0,2014,1,1
2014-01-08,4734438,602,1,0.0664451827242525,0,2014,1,2
2014-01-09,4334169,602,1,0.0664451827242525,0,2014,1,2
2014-01-10,4565104,602,1,0.0664451827242525,0,2014,1,2
2014-01-11,3009678,600,0,0,0,2014,1,2
2014-01-13,3411856,600,0,0,0,2014,1,2
2014-01-14,3252243,600,0,0,0,2014,1,2
2014-01-15,3197844,600,0,0,0,2014,1,3
2014-01-16,3125912,599,0,0,0,2014,1,3
2014-01-17,3396745,599,0,0,0,2014,1,3
2014-01-18,3040896,599,0,0,0,2014,1,3
2014-01-20,5757641,599,1,0,0,2014,1,3
2014-01-21,4639072,599,1,0,0,2014,1,3
2014-01-22,4367669,599,1,0,0,2014,1,4
2014-01-23,4103265,599,1,0,0,2014,1,4
2014-01-24,4148553,601,1,0,0,2014,1,4
2014-01-25,2903330,601,0,0,0,2014,1,4
2014-01-27,3198572,601,0,0,0,2014,1,4
2014-01-28,3275719,601,0,0,0,2014,1,4
2014-01-29,3209521,601,0,0,0,2014,1,5
2014-01-30,3473695,601,0,0.019966722129783704,0,2014,1,5
2014-01-31,4288231,601,0,0.019966722129783704,0,2014,1,5
2014-02-01,3332687,601,0,0,0,2014,2,5
2014-02-02,4433,1,0,0,0,2014,2,5
2014-02-03,6488169,601,1,0.13976705490848595,0,2014,2,5
2014-02-04,5400531,601,1,0.13976705490848595,0,2014,2,5
2014-02-05,4646903,601,1,0.13976705490848595,0,2014,2,6
2014-02-06,4499338,601,1,0.13976705490848595,0,2014,2,6
2014-02-07,4215982,601,1,0.13976705490848595,0,2014,2,6
2014-02-08,3103169,601,0,0,0,2014,2,6
2014-02-10,3627893,600,0,0.05000000000000006,0,2014,2,6
2014-02-11,3403263,600,0,0.05000000000000006,0,2014,2,6
2014-02-12,3368993,600,0,0.05000000000000006,0,2014,2,7
2014-02-13,3353839,600,0,0,0,2014,2,7
2014-02-14,3783374,601,0,0,0,2014,2,7
2014-02-15,3074940,601,0,0,0,2014,2,7
2014-02-17,5855887,601,1,0.0948419301164726,0,2014,2,7
2014-02-18,4845847,601,1,0.0948419301164726,0,2014,2,7
2014-02-19,4287069,601,1,0.0948419301164726,0,2014,2,8
2014-02-20,4212691,601,1,0.0948419301164726,0,2014,2,8
2014-02-21,4124523,602,1,0.0946843853820599,0,2014,2,8
2014-02-22,2999821,601,0,0,0,2014,2,8
2014-02-24,3433771,601,0,0.06156405990016644,0,2014,2,8
2014-02-25,3231371,601,0,0.06156405990016644,0,2014,2,8
2014-02-26,3304198,601,0,0.06156405990016644,0,2014,2,9
2014-02-27,3261593,600,0,0.0616666666666667,0,2014,2,9
2014-02-28,4236956,601,0,0.06156405990016644,0,2014,2,9
2014-03-01,3500700,602,0,0,0,2014,3,9
2014-03-02,6071,2,0,0,0,2014,3,9
2014-03-03,5433940,581,1,0.17383820998278826,0,2014,3,9
2014-03-04,5165934,600,1,0.1683333333333333,0,2014,3,9
2014-03-05,4886133,602,1,0.1677740863787375,0,2014,3,10
2014-03-06,4646251,602,1,0.1677740863787375,0,2014,3,10
2014-03-07,4558999,602,1,0.1677740863787375,0,2014,3,10
2014-03-08,3048263,602,0,0,0,2014,3,10
2014-03-09,5640,2,0,0,0,2014,3,10
2014-03-10,3506653,600,0,0.028333333333333342,0,2014,3,10
2014-03-11,3349345,600,0,0.028333333333333342,0,2014,3,10
2014-03-12,3245918,600,0,0.028333333333333342,0,2014,3,11
2014-03-13,3284203,599,0,0.028380634390651076,0,2014,3,11
2014-03-14,3497699,599,0,0.028380634390651076,0,2014,3,11
2014-03-15,3002412,599,0,0,0,2014,3,11
2014-03-16,14221,7,0,0,0,2014,3,11
2014-03-17,5609030,599,1,0,0,2014,3,11
2014-03-18,4654200,600,1,0,0,2014,3,11
2014-03-19,4285179,600,1,0,0,2014,3,12
2014-03-20,3980726,599,1,0,0,2014,3,12
2014-03-21,4056656,600,1,0,0,2014,3,12
2014-03-22,3003659,599,0,0,0,2014,3,12
2014-03-23,21725,10,0,0,0,2014,3,12
2014-03-24,3561705,599,0,0,0,2014,3,12
2014-03-25,3298958,599,0,0,0,2014,3,12
2014-03-26,3221161,599,0,0,0,2014,3,13
2014-03-27,3315485,599,0,0,0,2014,3,13
2014-03-28,3668843,600,0,0,0,2014,3,13
2014-03-29,3124364,600,0,0,0,2014,3,13
2014-03-30,21521,10,0,0,0,2014,3,13
2014-03-31,6602737,602,1,0,0,2014,3,13
2014-04-01,5161012,602,1,0,0,2014,4,13
2014-04-02,4635604,602,1,0,0,2014,4,14
2014-04-03,4540466,602,1,0.01993355481727575,0,2014,4,14
2014-04-04,4560697,602,1,0.01993355481727575,0,2014,4,14
2014-04-05,3202978,602,0,0.01993355481727575,0,2014,4,14
2014-04-06,25056,12,0,0,0,2014,4,14
2014-04-07,3718533,602,0,0.01993355481727575,0,2014,4,14
2014-04-08,3453830,602,0,0.01993355481727575,0,2014,4,14
2014-04-09,3548131,602,0,0.01993355481727575,0,2014,4,15
2014-04-10,3582471,602,0,0.01993355481727575,0,2014,4,15
2014-04-11,3735640,602,0,0.01993355481727575,0,2014,4,15
2014-04-12,3173157,602,0,0.01993355481727575,0,2014,4,15
2014-04-13,35547,11,0,0,0,2014,4,15
2014-04-14,6229311,602,1,0.7541528239202658,0,2014,4,15
2014-04-15,5836231,602,1,0.7541528239202658,0,2014,4,15
2014-04-16,5402902,602,1,0.8770764119601329,0,2014,4,16
2014-04-17,5527374,602,1,0.8770764119601329,0,2014,4,16
2014-04-19,4176299,602,0,0.08637873754152829,0,2014,4,16
2014-04-20,22617,12,0,0,0,2014,4,16
2014-04-21,31876,12,0,1,1,2014,4,16
2014-04-22,3861003,601,0,0.9217970049916805,0,2014,4,16
2014-04-23,3343835,601,0,0.9018302828618968,0,2014,4,17
2014-04-24,3335034,601,0,0.9018302828618968,0,2014,4,17
2014-04-25,3358490,601,0,0.9018302828618968,0,2014,4,17
2014-04-26,2961817,601,0,0,0,2014,4,17
2014-04-27,28861,12,0,0,0,2014,4,17
2014-04-28,5816313,601,1,0.18469217970049923,0,2014,4,17
2014-04-29,5216575,602,1,0.1843853820598007,0,2014,4,17
2014-04-30,5842439,602,1,0.1843853820598007,0,2014,4,18
2014-05-01,2557,1,1,0,1,2014,5,18
2014-05-02,5961385,601,1,0.29450915141430956,0,2014,5,18
2014-05-03,3382405,601,0,0,0,2014,5,18
2014-05-04,32357,13,0,0,0,2014,5,18
2014-05-05,5986826,602,1,0,0,2014,5,18
